,Title,Authors,Year
1419,"Report of the Committee of Management of the St. Lucy's Children's Hospital, Gloucester","St. Lucy's Children's Hospital (Gloucester, England)",1941
1420,ABC,"Powell, Sarah (Writer of children's books)",2013
1421,Mental health,Joint Commission on Mental Health of Children.,1973
1422,Exceptional Children,"William L. Heward,
        Heward William L.",1980
1423,Our children's children,Clifford D. Simak,1974
1424,Methuselah's children,Robert A. Heinlein,1958
1425,Children of Bulgaria,Human Rights Watch Children's Rights Project.,1996
1426,Child welfare services plan,Connecticut. Dept. of Children and Youth Services.,1990
1427,"Child welfare services plan for the State of Connecticut, Department of Children and Youth Services",Connecticut. Dept. of Children and Youth Services.,1988
1428,1975-76 L.E.A. profile,North Carolina. Division for Exceptional Children.,1976
1429,Policies and regulations,North Carolina. Division for Exceptional Children.,1975
1430,Planning for Children in Care in Northern Ireland,"Gorett Horgan,
        Ruth Sinclair,
        National Children's Bureau.",1997
1431,Buried Treasures,"Joel ben Izzy,
        Children's audio,
        Jewish",1995
1432,"History of the Wisconsin Society, Children of the American Revolution, 1895-1995","Wisconsin Society, Children of the American Revolution.",1995
1433,The Filipino children,Council for the Welfare of Children (Philippines),1992
1434,Choices for change,"Minnesota. Dept. of Children, Families & Learning.",2001
1435,A Black Community Crusade & Covenant for Protecting Children,Black Community Crusade for Children Sta,1995
1436,Building a National Immunization System,"Children's Defense Fund,
        Paula A. Franklin",1994
1437,"My Family, Your Family",The Kindergarten Children of Westfield School,1995
1438,Service Children's Education (House of Commons Papers),"D.G. Wadsworth,
        Service Children's Education",1997
1439,"An inventory of Virginia legislation affecting children & youth, 1977",Virginia Commission for Children and Youth.,1978
1440,Innovative programming for children & youth,Virginia Commission for Children and Youth.,1977
1441,Girls series books,University of Minnesota. Children's Literature Research Collections.,1978
1442,Alternative needs assessment techniques for Virginia,Virginia Commission for Children and Youth.,1977
1443,"An inventory & analysis of State data sources for children & youth, Virginia",Virginia Commission for Children and Youth.,1977
1444,The deaf school-leaver,National Deaf Children's Society (Great Britain),1977
1445,Deaf friendly teaching,National Deaf Children's Society (Great Britain),2004
1446,Doctors and dollars are not enough,Washington Research Project. Children's Defense Fund.,1976
1447,Living conditions necessary for the flowering of a happy childhood,World Conference for Children Stockholm 1966.,1967
1448,Comprehensive blueprint,Maine. Children and Youth Services Planning Project.,1977
1449,"""Research and education: top priorities for mentally ill children""",National Society for Autistic Children (U.S.),1971
1450,Planning comprehensive services for handicapped children and youth,Iowa. State Services for Crippled Children.,1972
1451,Winners and honor books for the Newbery and Caldecott awards,American Library Association. Children's Services Division.,1972
1452,The children who are officially ignored ..,National Society for Autistic Children (Gt. Brit.),1970
1453,Educational provision for autistic children,National Society for Autistic Children (Gt. Brit.),1975
1454,A multifactorial approach to causes and treatment of learning disabilities in children,Association for Children with Learning Disabilities.,1976
1455,Centennial cook-book,Canadian Save the Children Fund. Ottawa Committee.,1966
1456,The 1966 survey of the American Association of Psychiatric Clinics for Children,American Association of Psychiatric Clinics for Children.,1968
1457,Florida title VI projects in review,Florida. Education for Exceptional Children Section.,1971
1458,"A history of the Children of the American revolution of Texas, 1896-1936",Children of the American revolution. (Tex.),1936
1459,"Spitz, the wandering dog","Richter, Marianne writer of children's books.",1966
1460,"Children, young people, and unemployment","Save the Children International Union, Greece.",1933
1461,Special Camp Guide 2000,Inc. Resources for Children With Special Needs,2000
1462,A Visit to the Sesame Street Hospital (Mandarin Chinese Edition),"Children's Television Workshop.,
        Jim Henson Company",1999
1463,Children Have Diabetes Too,"alberta Children's Hospital Diabetes Clinic,
        Audrey Mabee",1984
1464,Songs,Children at Epping Forest High School,1986
1465,The Wee Cookbook,Irish Children&S Fund Families & Friends,1983
1466,In Care,"Jeni Vernon,
        David Fruin,
        National Children's Bureau.",1986
1467,Kinder Spirits,"Vicki L. Hubbard,
        Children of Paramount Academy",2000
1468,How to provide for their future,National Association for Retarded Children. Insurance Committee.,1968
1469,The Children's Place,"Jerry Moe,
        Children's Place,
        Ross Ziegler",1998
1470,Closing Children's Homes,"David Cliffe,
        David Berridge,
        National Children's Bureau.",1992
1471,"1994 State Legislative Summary Children, Youth, and Family Issues","Ncsl Children and Families Program,
        Ncsl",1994
1472,"Parents, Professionals and Pre-school Centres","Elsa Ferri,
        Anne Saunders,
        National Children's Bureau.",1991
1473,The Children's Way to the Metrowest,"Sherri Way,
        The Children's Way Preschool",1999
1474,The Future Shape of Childrens' Services,"Keith Bilton,
        Adrianne Jones,
        National Children's Bureau.",1994
1475,Martimus at Midnight,"Children's Museum Guild Inc.,
        Alina B. Klein",2006
1476,Taking Care,"Helen Armstrong,
        John Bradford,
        National Children's Bureau.",1991
1477,From St. Anne's with love,"St. Anne's Children's Home (Spokane, Wash.). Auxillary.",1991
1478,Sixty rapid-fire points in favor of joint custody,National Council for Children's Rights (U.S.),1989
1479,The Newbery and Caldecott Awards 1997,Association for Library Service to Children.,1997
1480,Programming for very young children,Association for Library Service to Children.,1980
1481,The Newbery and Caldecott Awards 2001,Association for Library Service to Children.,2001
1482,Statistical profile of children and mothers in Afghanistan,United Nations. Children's Fund. Afghanistan Office.,1978
1483,Ala's Guide to Best Reading in 2003 (Ala's Guide to Best Reading),Association for Library Service to Children.,2003
1484,White paper,Ireland. Dept. of Health and Children.,1999
1485,The national health promotion strategy 2000/2005,Ireland. Dept. of Health and Children.,2000
1486,Sectoral plan under the Disability Act 2005 =,Ireland. Dept. of Health and Children.,2006
1487,Advanced psychological issues,Pennsylvania Bar Association. Children's Rights Committee.,2002
1488,Contributing to change for children and families,Save the Children (Great Britain). Serbia Programme,2004
1489,"Needs assessment and analysis of the situation of Cambodian migrant workers in Klong Yai District, Trad, Thailand",Legal Support for Children and Women (Organization),2005
1490,Children first,Ireland. Dept. of Children and Youth Affairs,2011
1491,"Circular, act of incorporation",Boston children's friend society. [from old catalog],1834
1492,"Circular, of the Boston children's friend society ...",Boston children's friend society. [from old catalog],1858
1493,Annals,"Nickerson Home for Children (Boston, Mass.)",-1
1494,Children's budget FY ...,Massachusetts. Office for Children. Statewide Advisory Council,1989
1495,Emergency shelter programs for adolescents in Massachusetts,Massachusetts. Committee for Children and Youth,1990
1496,"The Portrayal of the Child in Children's Literature (Proceedings of the 6th Conference of the Irscl Bordeaux, 1983)",International Research Society for Children's Literature.,1985
1497,Farṭ al-rummān,"ʻAshrī, ʻAbd al-Salām writer for children.",1960
1498,Juvenile delinquency proceedings in Massachusetts,Massachusetts. Office for Children. Legal Unit.,1978
1499,Zapato y metro,Asociación De Maestros Rosa Sensat-Reggio Children,2005
1500,Filmlists,National Children's Bureau. Information Service & Library.,-1
1501,Organisations,National Children's Bureau. Library and Information Service.,1991
1502,Children have rights,National Council for Civil Liberties. Children's Committee.,1969
1503,Guide to regional and local society services,National Society for Mentally Handicapped Children.,1973
1504,Evaluation of hostels,National Society for Mentally Handicapped Children.,1974
1505,Employment for the mentally handicapped,National Society for Mentally Handicapped Children.,1973
1506,The  psychotic (autistic) child,National Society for Mentally Handicapped Children.,-1
1507,The mongol child,National Society for Mentally Handicapped Children.,-1
1508,Mental handicap A-Z,National Society for Mentally Handicapped Children.,1979
1509,Stamina,National Society for Mentally Handicapped Children.,-1
1510,Residential care of the mentally handicapped,National Society for Mentally Handicapped Children.,1979
1511,Language unit guidelines,Association for All Speech Impaired Children.,1988
1512,Educational facilities for speech and language impaired children,Association for All Speech Impaired Children.,1976
1513,Commemmorating over one hundred years of care,East Park Home for Infirm Children.,1981
1514,List of members of Area Children's Panels,Strathclyde (Scotland). Children's Panel Advisory Committee.,1978
1515,List of members of Area Children's Panel ...,Strathclyde (Scotland). Children's Panel Advisory Committee.,1986
1516,Don't always leave it to someone else,Strathclyde (Scotland). Children's Panel Advisory Committee.,1980
1517,Regional plan,West Midlands Children's Regional Planning Committee.,1973
1518,Better dental care for children toward the 21st century,International Association of Dentistry for Children. Congress,1992
1519,Children's services plan 2002-2005,Northern Area Children and Young People's Committee.,2002
1520,"""These forty years""",Children's Home and Mission (Woodford & Tiptree),-1
1521,School census extract (Week commencing 09 September 2002),Perth & Kinross Council. Education & Children's Services.,2002
